,Idx,Open,High,Low,Close,Volume,Date
493,493,108.36,108.365,108.27,108.335,11260,2021-01-21 15:13:00-05:00
494,494,108.335,108.35,108.23,108.2579,14156,2021-01-21 15:14:00-05:00
495,495,108.26,108.32,108.14,108.22,9663,2021-01-21 15:15:00-05:00
496,496,108.22,108.26,108.22,108.24,2200,2021-01-21 15:16:00-05:00
497,497,108.17,108.21,108.07,108.13,11024,2021-01-21 15:17:00-05:00
498,498,108.11,108.2,108.09,108.1,29345,2021-01-21 15:18:00-05:00
499,499,108.13,108.24,108.1,108.14,31434,2021-01-21 15:19:00-05:00
500,500,108.15,108.19,108.09,108.09,7571,2021-01-21 15:20:00-05:00
501,501,108.11,108.11,107.98,107.98,36836,2021-01-21 15:21:00-05:00
502,502,107.96,108.03,107.94,107.9444,10618,2021-01-21 15:22:00-05:00
503,503,107.96,107.96,107.9,107.915,1405,2021-01-21 15:23:00-05:00
504,504,107.9,107.9,107.77,107.83,6651,2021-01-21 15:24:00-05:00
505,505,107.81,107.9,107.8,107.83,10078,2021-01-21 15:25:00-05:00
506,506,107.805,107.807,107.7,107.74,2203,2021-01-21 15:26:00-05:00
507,507,107.705,107.75,107.68,107.73,5224,2021-01-21 15:27:00-05:00
508,508,107.77,107.87,107.74,107.86,6203,2021-01-21 15:28:00-05:00
509,509,107.85,107.88,107.8383,107.85,3798,2021-01-21 15:29:00-05:00
510,510,107.85,107.955,107.84,107.95,7566,2021-01-21 15:30:00-05:00
511,511,107.95,108.07,107.95,107.98,7688,2021-01-21 15:31:00-05:00
512,512,107.975,108.0,107.9716,107.99,5876,2021-01-21 15:32:00-05:00
513,513,107.98,108.08,107.98,108.065,10620,2021-01-21 15:33:00-05:00
514,514,108.08,108.11,108.05,108.06,4483,2021-01-21 15:34:00-05:00
515,515,108.09,108.13,107.995,107.995,7872,2021-01-21 15:35:00-05:00
516,516,107.98,108.035,107.9,108.02,15625,2021-01-21 15:36:00-05:00
517,517,108.02,108.06,108.02,108.05,15814,2021-01-21 15:37:00-05:00
518,518,108.07,108.1,108.03,108.03,3073,2021-01-21 15:38:00-05:00
519,519,108.0201,108.04,107.98,107.995,11516,2021-01-21 15:39:00-05:00
520,520,107.99,108.18,107.98,108.18,8902,2021-01-21 15:40:00-05:00
521,521,108.15,108.24,108.12,108.235,9601,2021-01-21 15:41:00-05:00
522,522,108.235,108.25,108.2,108.2,3869,2021-01-21 15:42:00-05:00
523,523,108.215,108.24,108.2,108.215,5984,2021-01-21 15:43:00-05:00
524,524,108.2142,108.23,108.16,108.18,6605,2021-01-21 15:44:00-05:00
525,525,108.1636,108.18,108.1,108.1,5843,2021-01-21 15:45:00-05:00
526,526,108.11,108.2565,108.09,108.25,11967,2021-01-21 15:46:00-05:00
527,527,108.25,108.27,108.1708,108.175,12204,2021-01-21 15:47:00-05:00
528,528,108.175,108.2,108.145,108.2,12402,2021-01-21 15:48:00-05:00
529,529,108.19,108.28,108.18,108.21,12316,2021-01-21 15:49:00-05:00
530,530,108.2,108.27,108.13,108.265,15836,2021-01-21 15:50:00-05:00
531,531,108.25,108.29,108.22,108.29,188348,2021-01-21 15:51:00-05:00
532,532,108.28,108.36,108.21,108.22,9242,2021-01-21 15:52:00-05:00
533,533,108.22,108.24,108.12,108.19,16829,2021-01-21 15:53:00-05:00
534,534,108.1899,108.53,108.185,108.495,34840,2021-01-21 15:54:00-05:00
535,535,108.5,108.87,108.37,108.87,56123,2021-01-21 15:55:00-05:00
536,536,108.84,108.88,108.7322,108.78,58754,2021-01-21 15:56:00-05:00
537,537,108.79,108.82,108.53,108.64,60820,2021-01-21 15:57:00-05:00
538,538,108.64,108.66,108.58,108.65,54696,2021-01-21 15:58:00-05:00
539,539,108.65,108.67,108.47,108.55,146670,2021-01-21 15:59:00-05:00
